date,CMIP3+5_c,CMIP3+5_2575,CMIP3+5_7525,CMIP3+5_1090,CMIP3+5_9010,CMIP3+5_ll,CMIP3+5_ur,CMIP3+5_c_2070,CMIP3+5_2575_2070,CMIP3+5_7525_2070,CMIP3+5_1090_2070,CMIP3+5_9010_2070,CMIP3+5_ll_2070,CMIP3+5_ur_2070,CMIP3+5_c_ratio,CMIP3+5_2575_ratio,CMIP3+5_7525_ratio,CMIP3+5_1090_ratio,CMIP3+5_9010_ratio,CMIP3+5_ll_ratio,CMIP3+5_ur_ratio,Basin,Variable,Period,Chart_Title
1950-03,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,310898841.163,362250212.704,283184429.868,341151915.602,298978927.926,306241297.155,359012153.508,1.193,1.390,1.086,1.309,1.147,1.175,1.377,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-04,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,900154694.411,1160062794.122,789757935.682,1059005157.550,828004296.302,925305071.941,1082914829.725,1.636,2.108,1.435,1.924,1.504,1.681,1.968,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-05,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,2138489482.952,2508461447.288,1958493932.743,2468343729.694,1865532777.060,1745220639.063,2587776974.037,1.526,1.790,1.398,1.762,1.331,1.246,1.847,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-06,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,1609251632.403,1672388208.899,1591528405.304,2195914454.390,1180620451.529,874243377.403,2376167849.721,0.744,0.773,0.736,1.015,0.546,0.404,1.099,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-07,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,469418687.594,488966092.978,460048012.639,643524204.646,365925599.428,303065975.941,682341418.340,0.563,0.587,0.552,0.772,0.439,0.364,0.819,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-08,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,241109268.321,250810137.520,235697769.264,289950870.479,211090082.156,195058516.617,297240943.914,0.713,0.742,0.697,0.858,0.625,0.577,0.879,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-09,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,209227138.544,220271476.625,203163052.721,231741774.298,187686660.754,182994990.558,238568842.379,0.854,0.899,0.829,0.946,0.766,0.747,0.974,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-10,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,182594946.591,190307915.115,178035176.987,201873051.894,166818949.445,161857533.090,208531378.567,0.854,0.890,0.833,0.944,0.780,0.757,0.975,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-11,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,188089370.103,198724452.014,182931038.450,205571731.083,175976093.744,171269935.652,212140203.196,0.922,0.974,0.897,1.008,0.863,0.840,1.040,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1950-12,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,182999531.928,197184266.044,176857315.334,196747877.085,175420234.649,170246995.806,205125746.236,0.953,1.027,0.921,1.024,0.913,0.886,1.068,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-01,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,181771499.362,197588078.266,174267847.086,192009655.054,177284314.662,172319822.868,198773329.197,1.001,1.088,0.959,1.057,0.976,0.949,1.094,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-02,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,184563118.996,203780169.516,174573320.542,192284824.705,193071649.142,187841024.258,196036613.331,1.091,1.204,1.032,1.136,1.141,1.110,1.158,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-03,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,264011653.764,307017739.059,246413793.732,277044836.606,287176016.138,293857140.645,282049309.931,1.237,1.439,1.155,1.298,1.346,1.377,1.322,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-04,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,591160706.732,800315134.786,520595944.150,673938413.111,638313326.927,726605221.998,681172227.289,1.797,2.433,1.583,2.049,1.941,2.209,2.071,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-05,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,2344019386.669,2839213200.274,2092708062.426,2660141510.231,2221044369.437,2143912382.587,2761684154.238,1.938,2.348,1.731,2.200,1.837,1.773,2.284,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-06,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2433018703.708,2483292271.598,2368417459.890,2928271016.556,1904094575.959,1458607118.037,3146174916.958,0.978,0.998,0.952,1.177,0.766,0.586,1.265,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-07,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,863891840.264,895117424.516,831767078.991,1486579640.579,550942152.769,387873877.410,1620664969.099,0.422,0.437,0.406,0.726,0.269,0.189,0.792,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-08,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,322687024.361,347175912.617,305040333.538,428682007.711,249825246.643,207883314.483,446781625.217,0.608,0.654,0.575,0.808,0.471,0.392,0.842,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-09,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,206932925.691,221402822.792,197746568.579,250762928.106,174816031.166,160423194.414,259249781.105,0.729,0.780,0.697,0.884,0.616,0.565,0.913,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-10,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,212964013.294,225385639.825,201941891.503,254754658.953,175124767.902,168295020.457,271110754.001,0.786,0.831,0.745,0.940,0.646,0.621,1.000,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-11,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,197529010.072,213058267.077,185279779.972,237674779.469,164329521.468,155087702.994,254010585.523,0.815,0.879,0.765,0.981,0.678,0.640,1.048,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1951-12,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,210957394.681,234146619.187,197751190.175,241763096.613,187810474.119,180906469.950,258786012.772,0.914,1.015,0.857,1.048,0.814,0.784,1.122,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-01,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,196698562.380,220033123.595,183947011.529,220546714.773,179623011.219,173789409.652,233771210.027,0.945,1.057,0.883,1.059,0.863,0.835,1.123,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-02,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,178669587.379,204295211.685,166195286.353,196161990.840,172282835.368,168648511.160,207695753.485,0.997,1.140,0.928,1.095,0.962,0.941,1.159,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-03,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,229102727.723,274888041.553,211138514.585,246493365.684,242432521.997,253814143.128,261843273.181,1.160,1.392,1.069,1.248,1.228,1.285,1.326,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-04,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,1317989467.736,1785196398.363,1160734934.217,1484627081.436,1351107970.180,1598108255.018,1557036124.292,1.916,2.595,1.687,2.158,1.964,2.323,2.263,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-05,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,5140653976.290,5843923217.494,4823799094.784,5547940419.459,4788071858.114,4634979320.548,5921582066.186,1.615,1.835,1.515,1.743,1.504,1.456,1.860,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-06,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,4223235560.389,4383713586.822,4241895975.651,5352916262.975,3311064606.447,2494013451.527,6009422166.396,0.780,0.809,0.783,0.988,0.611,0.460,1.109,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-07,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,870992890.885,944230988.521,853421062.793,1332172838.065,617918987.269,470318884.916,1507480214.867,0.485,0.525,0.475,0.741,0.344,0.262,0.839,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-08,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,396570873.287,445795492.609,372815550.378,538805623.669,303345520.133,254215600.184,586338783.875,0.591,0.665,0.556,0.804,0.452,0.379,0.875,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-09,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,287329278.186,327823235.212,267036301.848,353587862.648,231163891.831,215515853.776,375083322.496,0.714,0.815,0.664,0.879,0.574,0.536,0.932,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-10,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,222413552.747,250666697.476,208062772.116,264061151.693,186757154.044,175145556.964,276180746.916,0.752,0.847,0.703,0.893,0.631,0.592,0.934,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-11,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,201695975.424,219729362.215,191842119.606,230441848.623,176594735.753,167320496.568,238747961.054,0.819,0.892,0.779,0.936,0.717,0.680,0.970,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1952-12,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,193544444.612,210348868.826,184625368.189,217819076.012,172080977.863,163187641.759,225313286.153,0.852,0.926,0.812,0.958,0.757,0.718,0.991,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-01,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,188930082.607,206306531.866,179966969.512,208696975.654,172236558.245,163094786.928,215036955.268,0.893,0.975,0.851,0.987,0.814,0.771,1.017,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-02,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,167456365.830,184640265.783,158756935.316,184489769.513,156285803.605,147838392.131,188978312.585,0.923,1.018,0.875,1.017,0.861,0.815,1.041,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-03,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,271972473.937,319117392.480,254007790.432,305627619.846,260807230.872,260550318.131,321996346.153,1.062,1.246,0.991,1.193,1.018,1.017,1.257,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-04,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,543311617.272,747041354.157,473514249.951,688310693.050,494381145.875,505780512.029,736479478.435,1.319,1.813,1.149,1.671,1.200,1.228,1.787,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-05,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1799288386.852,2252678798.739,1568347544.570,2303914782.152,1518555649.975,1331619011.946,2431384338.969,1.418,1.776,1.236,1.816,1.197,1.050,1.916,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-06,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,1528417872.431,1639224009.369,1441571663.778,2294842315.611,1068374443.124,761295412.437,2532684020.324,0.642,0.688,0.605,0.964,0.449,0.320,1.063,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-07,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,458959780.337,498259639.261,433416597.404,637797425.708,350527540.919,284623062.322,686026367.244,0.588,0.639,0.555,0.817,0.449,0.365,0.879,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-08,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,265149826.010,297988907.927,247111331.981,339290825.334,212773446.467,184282795.665,361368736.489,0.715,0.804,0.667,0.915,0.574,0.497,0.975,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-09,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,187929970.304,204529658.473,179397422.502,221734378.011,162774599.983,150608591.537,231449413.363,0.809,0.881,0.773,0.955,0.701,0.649,0.997,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-10,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,212619116.762,222345275.865,204785976.158,240613839.903,179341832.250,178048466.764,253339118.828,0.912,0.954,0.879,1.033,0.770,0.764,1.087,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-11,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,206233619.731,221719152.053,196312488.988,236932246.014,177618556.330,172083266.902,248690633.170,0.950,1.022,0.905,1.092,0.818,0.793,1.146,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1953-12,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,184716265.331,201140960.682,174101474.353,213994875.785,155563611.472,149197058.077,228090527.512,0.942,1.026,0.888,1.091,0.793,0.761,1.163,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-01,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,196049541.161,214962417.015,184231149.202,223047716.948,168104064.172,162347373.410,237249429.637,0.997,1.093,0.937,1.134,0.855,0.826,1.206,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-02,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,203098568.987,225353776.707,189605306.795,234347371.022,177760407.971,171672581.368,247262970.831,1.055,1.171,0.985,1.217,0.924,0.892,1.285,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-03,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,286461511.594,335723590.174,262017820.583,334209523.599,256735042.667,257532957.566,362883154.990,1.205,1.413,1.103,1.406,1.080,1.084,1.527,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-04,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,638832626.343,776903037.845,562473740.956,801738176.405,523144630.088,530204625.393,895493351.399,1.293,1.572,1.138,1.623,1.059,1.073,1.812,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-05,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,922199867.887,1028796454.152,830997976.710,1282190175.790,662316149.747,554086530.991,1477754789.448,0.946,1.055,0.852,1.315,0.679,0.568,1.515,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-06,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,415182342.893,436093766.823,390415604.372,602388084.531,302075390.211,250352723.632,685286888.814,0.590,0.620,0.555,0.856,0.429,0.356,0.974,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-07,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,240500354.780,258624555.481,226127369.335,305247753.271,194079964.280,175939822.355,331887937.557,0.702,0.755,0.660,0.891,0.567,0.514,0.969,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-08,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,177033726.619,190013432.224,168023358.044,207931985.536,151882903.096,143785707.681,219254947.987,0.829,0.890,0.787,0.974,0.712,0.674,1.027,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-09,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,189737264.761,208840338.676,178481815.097,215444429.254,158603230.405,158193298.554,228400412.698,0.895,0.985,0.842,1.017,0.748,0.746,1.078,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-10,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,184859160.656,202174930.160,171283031.256,223944784.494,144341410.152,144608491.884,249856579.701,0.832,0.909,0.771,1.007,0.649,0.651,1.124,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-11,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,178142827.746,197527190.247,162958085.547,219166007.714,139539158.094,136986739.565,244476786.233,0.833,0.924,0.762,1.025,0.653,0.641,1.144,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1954-12,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,179837932.166,200825975.260,163256134.818,215719229.712,141768820.060,139873004.304,241190533.522,0.882,0.985,0.801,1.059,0.696,0.686,1.184,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-01,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,173302229.473,193451140.411,157311506.585,202527428.035,140098625.881,138439771.982,224361339.845,0.916,1.023,0.832,1.071,0.741,0.732,1.186,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-02,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,161848107.608,180902465.867,146695646.761,185198647.648,139327732.089,138622490.013,201673822.454,0.979,1.095,0.888,1.121,0.843,0.839,1.220,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-03,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,255152561.327,301160795.574,226902248.392,292438771.276,227322278.266,244541193.775,307631655.552,1.139,1.344,1.013,1.305,1.015,1.092,1.373,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-04,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,509148630.577,649897098.915,434315399.445,628638068.866,446578105.855,493092243.003,653899284.323,1.424,1.818,1.215,1.759,1.249,1.380,1.829,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-05,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1638120936.915,1971767501.446,1413523559.220,2082947894.197,1325087622.757,1202873174.224,2221201684.950,1.438,1.730,1.240,1.828,1.163,1.056,1.949,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-06,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1103794665.961,1181617768.252,1024530939.162,1634775993.387,792202607.110,608271204.261,1793124429.293,0.711,0.761,0.660,1.053,0.510,0.392,1.155,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-07,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,374769199.026,401681064.918,350733613.533,541021588.256,287062000.236,240830674.203,572961778.213,0.559,0.599,0.523,0.807,0.428,0.359,0.855,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-08,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,251623830.784,283277655.093,229995438.536,325338779.313,201903994.757,180276408.485,338345025.657,0.714,0.803,0.652,0.923,0.573,0.511,0.960,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-09,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,176574765.272,192683915.874,166195394.954,211573901.402,151722610.552,143872146.689,218348882.976,0.812,0.886,0.765,0.973,0.698,0.662,1.004,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-10,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,167862913.516,179044810.112,159673551.574,193399241.581,146932025.528,141807896.288,199233962.200,0.865,0.922,0.822,0.996,0.757,0.730,1.026,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-11,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,165600790.927,178710875.159,157339302.711,189657304.152,148970836.056,143745397.359,196219330.781,0.914,0.986,0.868,1.047,0.822,0.793,1.083,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1955-12,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,175135641.253,192014534.102,165399645.937,195616866.087,161095801.095,155670594.059,203511817.520,0.972,1.065,0.918,1.085,0.894,0.864,1.129,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1956-01,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,197176202.787,224879460.338,183419949.210,206424664.573,194851976.049,188302604.808,214592586.004,1.120,1.277,1.042,1.172,1.107,1.069,1.219,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
1956-02,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,185396521.924,213936823.153,171024607.265,191628106.354,190924673.563,184302089.681,199830930.350,1.181,1.363,1.090,1.221,1.217,1.174,1.273,Basin_09163500,total_runoff,2070,Basin 09163500 2070 for total_runoff
